0,0.045
7,0.042
20,0.104
1,0.004
4,0.019
15,0.076
13,0.07
6,0.038
17,0.071
3,0.016
12,0.074
2,0.011
19,0.094
11,0.049
9,0.035
5,0.03
14,0.066
16,0.084
10,0.047
18,0.081
